time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,phase,total_num_schools,total_enrolments
2024,January,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,PRU/Academy/Free school AP,3,135
2024,January,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,Primary,298,88694
2024,January,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Secondary,11,8305
2024,January,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Secondary,10,9556
2024,January,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,Primary,70,20889
2024,January,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Secondary,82,89075
2024,January,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,Primary,43,13293
2024,January,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,PRU/Academy/Free school AP,10,565
2024,January,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,Independent school,109,40869
2024,January,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Primary,72,20590
2024,January,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,Secondary,16,21091
2024,January,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Independent school,17,1471
2024,January,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,PRU/Academy/Free school AP,2,37
2024,January,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Independent school,6,1564
2024,January,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,Primary,74,24481
2024,January,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Independent school,4,652
2024,January,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Primary,45,12760
2024,January,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,PRU/Academy/Free school AP,1,40
2024,January,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,Special,2,339
2024,January,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,Primary,52,14873
2024,January,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Primary,30,11561
2024,January,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Primary,60,17899
2024,January,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,Independent school,28,6078
2024,January,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,PRU/Academy/Free school AP,3,103
2024,January,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary,39,18745
