"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000030","Tower Hamlets","211","Primary",63.8103448275862,"18048.5344827586","1910501","1937656","27155","121515","86608","34907","41873","2059171","921278","947831","1869109","41392","63016","5483","8190","0","3","0","426","6018","40","2423","1009","3219","0","1429","22186","0","321","13135","481","19568","1723",66,"23777","94.0988388045481","5.90116119545196","4.20596443908738","1.69519675636458","3.06026065829404","0.266272203716933","0.637878058694494","0.950285333272467","0.0233589148254322","0.0836744495721822","0.397732874054656","0","0.000145689697455918","0.0206879370387403","0.00194252929941224","0.117668712311896","0.0490003015776737","0.292253533096571","18.9558965554244"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000059","Dorset","838","Primary",117.48275862069,"17193.6896551724","1820424","1862199","41775","108709","69863","38846","17035","1970908","902926","903470","1806396","14028","51128","6210","289","1","462","0","779","7393","43","91","3467","7402","0","2875","30344","14","1140","18497","3007","14426","2916",119,"21065","94.4843189027595","5.51568109724046","3.54471137161146","1.970969725629","2.59413427719609","0.315083200230554","0.938501441974968","0.731946899601605","0.152569272639819","0.147952111412608","0.0146632922490547","5.07380354638573e-05","0.0234409723843021","0.0395249296263448","0.00218173552494586","0.00461716122721101","0.175908768953193","0.375106296184297","18.4512161028795"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000031","Waltham Forest","320","Primary",50.3793103448276,"19521.7931034483","1986116","2020409","34293","111881","70585","41296","38104","2132290","963280","987998","1951278","34838","43049","5778","11244","0","106","0","270","8707","13","973","445","5217","0","3025","25736","1","314","11751","3266","24616","1663",51,"23992","94.753012019941","5.246987980059","3.31029081410127","1.93669716595773","2.018909247804","0.270976274334167","0.551097646192591","1.15443959311351","0.153168659047315","0.0779912676043127","0.52732039262952","0","0.00497118121831458","0.0126624427258956","0.000609673168283864","0.0456316917492461","0.0208695815297169","0.408340328942123","17.7474814502021"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E06000032","Luton","821","Primary",45.4827586206897,"19114.0172413793","2013036","2042338","29302","115292","79503","35789","21259","2157630","995206","1000761","1995967","17069","50016","4456","16572","0","11","0","331","6445","27","280","1365","5113","0","2747","21166","0","276","15699","4190","13300","2600",46,"22846","94.6565444492336","5.34345555076635","3.68473742022497","1.65871813054138","2.31809902531945","0.20652289780917","0.727603898722209","0.616417087267048","0.194194556063829","0.120502588488295","0.768064960164625","0","0.000509818643604325","0.0153409064575483","0.00125137303430153","0.012977201837201","0.0632638589563549","0.298707378002716","18.6892829606785"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000012","Hackney","204","Primary",53.4310344827586,"13817.7068965517","1419415","1438588","19173","86594","56168","30426","38801","1525182","677380","704834","1382214","37201","35702","4402","5306","3","207","0","307","8509","44","979","709","4706","0","368","13731","0","368","7120","1600","15846","5860",54,"17284","94.3223825091038","5.67761749089617","3.68270803091041","1.99490945998576","2.34083538882573","0.288621292409693","0.466829532475469","1.03895797354021","0.104905512915836","0.384216441054248","0.34789290720714","0.000196697836717192","0.0135721507334862","0.020128745290726","0.00288490160518548","0.0641890607153769","0.0464862554108297","0.557900630875528","17.4328406956806"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000033","Calderdale","381","Primary",81.6034482758621,"15060.5862068966","1538196","1562932","24736","82980","53462","29518","18478","1645912","756901","765301","1522202","15994","37834","4092","1547","3","0","20","1311","6688","50","0","1917","6327","0","1611","16777","0","21","17186","2484","8785","1063",82,"17805","94.9584181900369","5.04158180996311","3.24816879638766","1.79341301357545","2.29866481318564","0.248615964887552","1.04416274989185","0.533746640160592","0.150919368714731","0.0645842548082765","0.0939904442035783","0.000182269768979143","0","0.0796518890438857","0.00303782948298572","0","0.116470382377673","0.406340071644171","18.5601331668747"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E10000025","Oxfordshire","931","Primary",239.086206896552,"44014.0172413793","4725686","4821884","96198","250523","177579","72944","53370","5072407","2334127","2346894","4681021","44665","113862","16509","5444","7","1032","0","2104","22707","197","1708","14009","16315","0","6114","72377","2","1390","32452","8705","27336","4451",242,"54532","95.0610627262363","4.93893727376372","3.50088232273159","1.43805495103212","2.24473312177039","0.325466785295423","0.639775159998005","0.538915745522786","0.171614777757384","0.087749267753948","0.107325772557289","0.000138001544434427","0.0203453705509041","0.0414793213557193","0.00388375775051174","0.0336723768420003","0.276180519425985","0.447657295638934","15.9533073929961"
"202425","202425","Summer term","Local authority","E92000001","England","E12000004","East Midlands","E06000061","North Northamptonshire","940","Primary",109.551724137931,"25000.6896551724","2678095","2735586","57491","148864","95058","53806","28327","2884450","1323870","1330718","2654588","23507","67400","8491","945","5","801","6","1338","9925","17","674","5456","10813","0","4997","41277","4","400","22247","4820","24827","1912",111,"29614","94.8390854408986","5.16091455910139","3.29553294388878","1.86538161521261","2.33666730225866","0.294371543968521","0.77127355301704","0.860718681204389","0.167102913900397","0.0662864670907799","0.0327618783476919","0.00017334327168091","0.0277695921232817","0.0463866595018114","0.000589367123715093","0.0233666730225866","0.189152178058209","0.344086394286606","18.6637761135199"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E06000008","Blackburn with Darwen","889","Primary",55.1034482758621,"12949.6551724138","1372913","1391800","18887","78794","51212","27582","21061","1470594","670935","683333","1354268","18645","32198","3681","8789","10","427","0","786","4373","27","91","830","4932","0","661","13043","0","251","14871","2416","8753","1542",56,"15595","94.6420290032463","5.35797099675369","3.48240234898279","1.8755686477709","2.18945541733476","0.250307018796486","1.01122403600178","0.595201666809466","0.164287355993565","0.104855588966091","0.597649657213344","0.000679997334410449","0.0290358861793262","0.0534477904846613","0.00183599280290821","0.00618797574313509","0.0564397787560673","0.297362834337689","18.8879082082966"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000019","Islington","206","Primary",41.7931034482759,"10509.5689655172","1053014","1067942","14928","76138","45073","31065","32767","1144080","500203","523018","1023221","29793","29570","3961","4467","0","105","0","388","4956","24","979","623","5322","0","958","8408","2","238","6265","2974","18423","3403",42,"13020","93.3450458009929","6.65495419900706","3.93967205090553","2.71528214810153","2.58460946786938","0.346217047758898","0.547601566324033","1.61028949024544","0.259946856863156","0.297444234668904","0.390444724145165","0","0.0091776798825257","0.0339137123278092","0.00209775540172016","0.0855709390951682","0.0544542339696525","0.433186490455213","23.2787837706982"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000042","Milton Keynes","826","Primary",89.6206896551724,"22946.6379310345","2393115","2439198","46083","117070","82101","34969","29349","2556268","1176561","1190690","2367251","25864","57583","6200","4816","2","265","0","778","8523","51","576","3307","7420","0","1546","36892","0","225","15933","3485","14604","947",90,"27034","95.4202767471955","4.57972325280448","3.21175244536175","1.36797080744273","2.252619834853","0.242541079417338","0.623291454573621","0.571301600614646","0.136331558349907","0.0370461939045515","0.188399651366758","7.82390578765607e-05","0.0103666751686443","0.0304349935139821","0.0019950959758523","0.0225328486684495","0.129368282198893","0.333415745140963","16.354852876592"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000014","Haringey","309","Primary",62.2758620689655,"15664.6379310345","1654110","1695849","41739","98142","60423","37719","33796","1793991","802915","821065","1623980","30130","37312","6286","4778","10","73","0","206","8558","57","2287","856","2959","0","3098","35549","1","132","9454","3666","22523","2076",63,"20190","94.5294039936655","5.47059600633448","3.36807709737674","2.10251890895774","2.07983206158782","0.350391947339758","0.526981462002875","1.25546895162796","0.204348851248418","0.115719644078482","0.266333554627643","0.000557416397295193","0.00406913970025491","0.011482777784281","0.0031772734645826","0.127481130061411","0.0477148436084685","0.477036952805226","17.3255278563441"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E10000020","Norfolk","926","Primary",337.793103448276,"51412.275862069","5484013","5630451","146438","316392","206121","110271","61843","5946843","2716050","2717963","5434013","50000","144258","16322","1652","4","1507","14","5140","26532","221","1908","8563","43340","0","10394","91563","20","1121","55074","11843","40188","3166",346,"62529","94.6796644875272","5.32033551247275","3.46605753674681","1.85427797572594","2.42579129800467","0.274464955607538","0.926104825703319","0.675787136132566","0.199147682223997","0.0532383316660621","0.0277794453292276","6.72625794896553e-05","0.0253411768227276","0.086432414644207","0.00371625751680345","0.0320842504165656","0.14399236704248","0.446152689754883","19.0234708945364"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000030","Swindon","866","Primary",65.2758620689655,"16952.1724137931","1804916","1840935","36019","88499","61481","27018","17959","1929434","890910","898808","1789718","15198","43848","4714","1794","7","131","10","383","6376","85","47","4086","8581","0","1406","25848","0","184","9033","2761","14311","913",66,"21230","95.4132144452726","4.58678555472745","3.18647852168045","1.400307033047","2.27258356595769","0.244320355088591","0.468168385132635","0.741720110664578","0.143098960627832","0.0473195766219523","0.0929806357719414","0.000362800696991968","0.00678955590084968","0.0198503809925605","0.00440543703490246","0.00243594753694607","0.211771949701311","0.330459606288684","15.7327586206897"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E10000017","Lancashire","888","Primary",475.655172413793,"82530.275862069","8596372","8736916","140544","466952","302633","164319","110268","9203868","4221766","4278767","8500533","95839","209628","27038","13925","14","2772","0","4706","34336","94","600","9520","25508","0","10383","103610","7","1036","88742","14429","55499","5649",480,"97676","94.9265678299602","5.07343217003981","3.28810669601085","1.78532547402896","2.27760763192171","0.293767794149156","0.964181581048316","0.602996479306309","0.156771044521716","0.0613763691526215","0.151295085935609","0.000152109960725208","0.0301177722235912","0.0511306767980593","0.00102130973629783","0.00651899831679463","0.103434773293142","0.373060543675768","16.8979465212567"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E10000032","West Sussex","938","Primary",223.568965517241,"53736.6379310345","5772158","5894249","122091","314737","212918","101819","57683","6208986","2854943","2869097","5724040","48118","147400","17784","4527","10","1770","4","3129","25512","471","1863","10448","26427","0","14137","80306","0","1221","51561","9565","37068","3625",227,"63687","94.930943635563","5.06905636443696","3.42919117549951","1.63986518893745","2.37397861744253","0.286423580275427","0.830425451112307","0.597005694649658","0.154050919103377","0.058383124072111","0.0729104559101921","0.00016105689399203","0.0285070702365894","0.0503947021301063","0.00758577970702462","0.0300048993507152","0.168272242842873","0.410888347952468","17.1052154030414"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000022","Lambeth","208","Primary",57.7931034482759,"14455.1724137931","1502267","1533481","31214","89508","53094","36414","41436","1622989","718983","747511","1466494","35773","34482","5122","3310","1","1","0","508","5689","83","2680","1218","2347","0","3109","25488","1","269","7571","5663","21494","1686",60,"18198","94.4849903480553","5.51500965194465","3.27137152500725","2.2436381269374","2.12459850313218","0.315590555450468","0.466484985418878","1.32434662218906","0.348924114704413","0.103882404625047","0.203944697098994","6.16147121144999e-05","6.16147121144999e-05","0.0313002737541659","0.00511402110550349","0.16512742846686","0.0750467193554608","0.35052609721939","19.369499350743"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000032","Bradford","380","Primary",151.862068965517,"44142.4827586207","4538560","4606974","68414","284997","167405","117592","86285","4891971","2207904","2256743","4464647","73913","110354","11438","19048","7","207","0","3023","15926","226","531","6645","16516","0","2014","49065","0","819","47756","12372","54229","3235",157,"55208","94.17418868591","5.82581131408996","3.42203582155332","2.40377549253665","2.25581876916278","0.233811688581147","0.976211837723486","1.1085306924346","0.252904197510574","0.0661287648679847","0.389372708873376","0.000143091608678792","0.00423142328521571","0.0617951332908556","0.00461981479448672","0.0108545206012055","0.135834819952939","0.325553851402635","22.0099612617598"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000022","Bath and North East Somerset","800","Primary",62.3620689655172,"11024.0689655172","1162510","1188313","25803","61681","42127","19554","12778","1249994","574284","577856","1152140","10370","28481","3646","355","0","88","10","448","5335","52","692","3020","3192","0","3114","19172","0","325","9801","2408","6326","1019",64,"12866","95.0654963143823","4.93450368561769","3.37017617684565","1.56432750877204","2.2784909367565","0.29168140007072","0.784083763602065","0.50608242919566","0.192640924676438","0.0815203912978782","0.0284001363206543","0","0.0070400337921622","0.0358401720328258","0.00416001996809585","0.0553602657292755","0.241601159685566","0.426802048649834","15.3943085162239"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000007","Camden","202","Primary",37.3448275862069,"7761.27586206897","822643","840814","18171","50211","36654","13557","17085","891025","398524","408487","807011","15632","24067","3074","4359","0","0","0","121","4035","271","300","427","2634","0","794","14640","0","103","3853","1453","7608","643",38,"9997","94.3648045789961","5.6351954210039","4.11368929042395","1.52150613057995","2.7010465475155","0.344995931651749","0.432423332678657","0.853848096293594","0.163070620914116","0.0721640806935832","0.489211862742347","0","0","0.0135798658847956","0.0304144103700794","0.0336690889705676","0.0479223366347746","0.452849246654134","19.1221420711578"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000036","Bracknell Forest","867","Primary",28.7758620689655,"8852.58620689655","877524","897304","19780","42737","30510","12227","7596","940041","435180","435515","870695","6829","21394","2302","456","0","68","0","481","3685","27","1097","1000","3781","0","1472","14189","0","338","6712","767","4355","393",29,"9188","95.453708933972","4.54629106602797","3.24560311731084","1.30068794871713","2.27585818065382","0.244882935957049","0.714011410140622","0.46327766554863","0.0815921858727438","0.0418066871551347","0.0485085225006143","0","0.0072337270395653","0.0511679809710428","0.00287221514806269","0.116697037682399","0.106378338817137","0.392004178541149","14.9671823722457"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000024","North Somerset","802","Primary",62.7241379310345,"14045.3275862069","1457721","1489064","31343","78904","53517","25387","14604","1567968","721334","724204","1445538","12183","37733","4633","411","1","275","21","401","6412","13","98","3519","9409","0","1851","19319","2","762","13809","2421","8283","874",64,"16865","94.9677544439682","5.03224555603176","3.4131436355844","1.61910192044736","2.40649043858038","0.295477968938142","0.880693993754975","0.528263331904733","0.15440366129921","0.0557409334884385","0.0262122696381559","6.37768117716688e-05","0.0175386232372089","0.0255745015204392","0.000829098553031695","0.00625012755362354","0.224430600624503","0.40893691707994","16.1774251712946"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000009","Trafford","358","Primary",61.1896551724138,"18797.9310344828","1831619","1859302","27683","74683","52758","21925","23132","1933985","898989","911705","1810694","20925","40408","5499","308","16","2","0","211","4611","20","905","778","9817","0","1539","16201","3","123","11697","2207","6904","1117",63,"21928","96.1383878365137","3.86161216348627","2.72794256418742","1.13366959929886","2.08936470551736","0.284335193913086","0.604813377559805","0.35698312034478","0.114116707213344","0.0577563941809269","0.0159256664348483","0.000827307347264844","0.000103413418408106","0.0109101156420551","0.00103413418408106","0.0467945718296678","0.0402278197607531","0.238419636139887","13.7955069433274"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E10000003","Cambridgeshire","873","Primary",205.810344827586,"42514.5689655172","4545179","4640915","95736","242191","177960","64231","48991","4883106","2243980","2260530","4504510","40669","117024","13745","3149","9","3337","12","2336","21832","145","2504","13867","14566","0","3711","74580","4","2875","25552","8322","26843","3514",210,"51539","95.0402264460366","4.9597735539634","3.64440173938473","1.31537181457867","2.39650746881186","0.28148068053407","0.523273506657443","0.549711597495528","0.170424315998875","0.0719623944268259","0.0644876437251208","0.000184308921411905","0.0683376523057251","0.0478384044909121","0.00296942151163624","0.051278837690601","0.283979090357654","0.447092485807189","15.4868249764331"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000026","Redbridge","317","Primary",51.2931034482759,"22195.5689655172","2362026","2398278","36252","146143","102980","43163","32452","2544421","1158019","1174560","2332579","29447","65143","6190","19667","1","0","0","226","8555","31","2171","996","3194","0","830","32177","0","51","15344","3005","23493","1321",52,"28109","94.2563357243161","5.74366427568394","4.04728619988595","1.69637807579799","2.56022883005603","0.243277350721441","0.603044857749563","0.923314184248597","0.118101524865578","0.0519175089342526","0.772945986532889","3.93016721682457e-05","0","0.00888217791002354","0.00121835183721562","0.0853239302772615","0.0391444654795728","0.336225805399342","17.1084119745338"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000043","Brighton and Hove","846","Primary",48.4310344827586,"14347.0172413793","1518906","1553995","35089","90625","65384","25241","20462","1644620","744808","756111","1500919","17987","44172","4508","1537","0","180","0","399","10535","110","1185","2758","4200","0","6942","23011","0","936","10387","2475","10691","1688",49,"16984","94.4896085417908","5.51039145820919","3.97562962872883","1.53476182948037","2.68584840267053","0.274105872481181","0.631574467050139","0.650058980189953","0.150490690858679","0.102637691381596","0.0934562391312279","0","0.0109447775169948","0.0242609234960052","0.0066884751492746","0.0720531186535491","0.167698313288176","0.640573506341891","17.9917643332277"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000027","Torbay","880","Primary",29.8412698412698,"7644.7619047619","876989","896206","19217","51727","34763","16964","13160","947933","430144","436145","866289","10700","25704","2576","252","3","28","0","760","3725","23","16","1676","5069","0","1157","12375","0","616","5028","2460","9035","441",31,"9827","94.5431797394964","5.45682026050364","3.66724230509962","1.78957795540402","2.71158404655181","0.271749163706718","0.530417234129416","0.953126434041224","0.259512011924893","0.046522275308487","0.0265841573191354","0.000316478063323041","0.00295379525768171","0.0801744427085037","0.00242633181880998","0.00168788300438955","0.176805744709805","0.392960261959442","19.1293833131802"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000010","Enfield","308","Primary",66.1724137931034,"22506.9655172414","2415110","2452322","37212","145850","92004","53846","44584","2598172","1173801","1200890","2374691","40419","57286","7299","10022","16","0","0","432","10590","56","4049","2254","4945","0","2636","29416","1","214","10896","4165","37240","1545",68,"28762","94.3864378493803","5.61356215061974","3.54110505386095","2.0724570967588","2.20485787699968","0.280928283423884","0.419371773693197","1.43331542330531","0.16030501444862","0.059464885311673","0.385732738248276","0.000615817582515707","0","0.0166270747279241","0.00215536153880498","0.155840336975381","0.0867533019369002","0.407594262427584","17.9452473475091"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000020","Kensington and Chelsea","207","Primary",26.8448275862069,"5933.74137931035","534559","544913","10354","35780","25583","10197","16961","580693","252744","265880","518624","15935","16304","2243","2367","0","173","0","96","3593","7","522","278","2034","0","550","7730","0","40","3307","1026","5453","411",27,"6298","93.838396536552","6.16160346344798","4.40559813877557","1.75600532467242","2.8076797894929","0.386262620696306","0.569491969078325","0.939050410457849","0.176685443082662","0.0707775020535808","0.407616416936316","0","0.0297919899154975","0.0165319712825882","0.00120545623935539","0.0898925938490734","0.0478738335058284","0.618743466857703","20.3522879571128"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000044","Portsmouth","851","Primary",45.1724137931034,"12939.9137931034","1441634","1470390","28756","82358","49979","32379","19704","1552748","709570","715405","1424975","16659","34718","3448","2638","0","3","0","481","5462","33","640","2556","9000","0","1073","18422","0","261","12364","3045","16675","295",45,"15791","94.695984151968","5.30401584803201","3.21874508935127","2.08527075868074","2.23590692114883","0.222057925690453","0.796265717296045","1.07390252635972","0.196103939596122","0.0189985754288526","0.169892345699367","0","0.00019320585181884","0.0309773382416207","0.00212526437000724","0.0412172483880192","0.164611385749652","0.351763454211501","18.6642335766423"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E06000034","Thurrock","883","Primary",38.2241379310345,"14784.5","1577028","1612322","35294","87070","51946","35124","20496","1699392","775271","783835","1559106","17922","35829","3420","2355","0","2942","0","538","5023","22","241","1576","10663","0","1810","22741","2","78","11323","2574","20642","585",39,"18759","94.876402854668","5.12359714533198","3.05674029299891","2.06685685233307","2.10834227770873","0.20124844650322","0.666297122735661","1.21466971716943","0.151465936052423","0.0344240763755508","0.138578974127217","0","0.17312073965277","0.0316583813505065","0.00129458065002071","0.0141815425752269","0.0927390502014838","0.295576300229729","17.577631024308"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E06000050","Cheshire West and Chester","896","Primary",125.5,"22638.6724137931","2381381","2437839","56458","128163","79789","48374","26694","2566002","1175654","1183403","2359057","22324","55411","7932","803","0","2021","0","604","9791","78","519","2630","12879","0","2422","40715","4","438","28845","4370","13507","1652",128,"27884","95.0053429420554","4.99465705794462","3.10946756861452","1.88518948933009","2.15942933793504","0.309119010819165","1.12412227270283","0.526383065952404","0.170303842319686","0.0643803083551766","0.0312938181653795","0","0.0787606556814843","0.0235385631032244","0.00303974821531706","0.0202260169711481","0.102494074439537","0.381566343284222","17.8071443320256"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000040","Windsor and Maidenhead","868","Primary",45.5,"8516.62068965517","885509","905411","19902","45311","33188","12123","8148","950722","438566","440486","879052","6457","22112","2647","1708","4","266","0","365","4298","176","854","758","2756","0","2608","14150","0","388","5000","1691","4415","1017",46,"10235","95.2340431798149","4.76595682018508","3.49082066050854","1.27513615967654","2.32581133075705","0.278419979762749","0.52591609324282","0.46438391033341","0.177864822734722","0.10697133336559","0.179652937451747","0.000420732874594256","0.027978736160518","0.0383918748067258","0.0185122464821473","0.0898264687258736","0.0797288797356115","0.452077473751528","15.5935378131585"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000005","Rochdale","354","Primary",67.4310344827586,"19399.3448275862","1927657","1952948","25291","119909","62615","57294","32203","2072857","941210","959827","1901037","26620","42868","5468","6857","4","182","0","743","4454","36","17","1986","6956","0","1015","17048","0","272","24182","5583","25148","2381",68,"19822","94.2152787191784","5.78472128082159","3.02071006345348","2.76401121736811","2.06806354707536","0.263790507497623","1.16660242361147","1.21320477003479","0.269338405881351","0.114865617840497","0.330799471454133","0.000192970378564464","0.00878015222468313","0.0358442478183493","0.00173673340708018","0.000820124108898974","0.0958097929572566","0.214872516531531","21.609375"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000010","Kingston upon Hull, City of","810","Primary",68.6551724137931,"19060.0172413793","2018949","2078710","59761","124525","64767","59758","29978","2203235","991205","1002190","1993395","25554","48450","6594","2484","1","10","0","451","4217","25","114","2421","31463","0","1157","26282","0","859","26426","4424","27581","1327",71,"24639","94.3480836134139","5.65191638658609","2.93963195029128","2.71228443629481","2.19903914017343","0.29928718452639","1.1994181283431","1.2518410428302","0.200795648217281","0.060229616904234","0.112743307000842","4.53878047507415e-05","0.000453878047507415","0.0204698999425844","0.00113469511876854","0.00517420974158453","0.109883875301545","0.191400372633877","21.6881837507129"
