"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","education_phase","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000012","Liverpool","341","Primary",113.985714285714,"34100","4337140","4354701","17561","235546","134457","101089","107746","4590247","2068604","2167718","4236322","100818","111661","9721","106","10","98","0","1362","7999","166","139","3195","3613","0","973","12665","0","310","29783","6928","61719","2659","115","40099","94.868555003685","5.13144499631501","2.9291887778588","2.20225621845622","2.43257062201664","0.211775096198527","0.648832187026101","1.34456816811819","0.150928697301038","0.0579271660108922","0.00230924392521797","0.000217853200492261","0.00213496136482416","0.029671605907046","0.00361636312817153","0.00302815948684243","0.0696040975572774","0.17426077507376","16.6958859280037"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E06000016","Leicester","856","Primary",80.4,"27712.7428571429","3517048","3543638","26590","211260","147029","64231","53361","3754898","1717101","1754227","3471328","45720","120306","7609","3763","3","287","0","505","11428","108","66","2954","915","0","3291","22286","0","98","20211","7641","34264","2115","82","33210","94.3737486344503","5.62625136554974","3.91565896064287","1.71059240490687","3.20397518121664","0.202641989209827","0.538256964636589","0.912514800668354","0.203494209429923","0.0563264301720047","0.100215771506976","7.98956456340492e-05","0.0076433500989907","0.0134491003483983","0.00287624324282577","0.00175770420394908","0.0786705790676604","0.304349146101971","18.0767209668944"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000013","Hammersmith and Fulham","205","Primary",35.5571428571429,"7315.75714285714","924727","931832","7105","52668","40029","12639","19730","984500","444900","461612","906512","18215","30155","3217","21","1","10","0","135","4916","33","941","600","961","0","697","5330","0","117","2933","1515","7062","1129","36","9062","94.6502793296089","5.34972067039106","4.0659217877095","1.28379888268156","3.06297613001524","0.326764855256475","0.297917724733367","0.71731843575419","0.153885220924327","0.11467750126968","0.002133062468258","0.000101574403250381","0.00101574403250381","0.0137125444388014","0.00335195530726257","0.0955815134586084","0.0609446419502285","0.499339766378873","17.2710179962396"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000029","Sutton","319","Primary",40.3428571428571,"15078.8","1946002","1959485","13483","100379","76281","24098","29315","2059864","947381","971985","1919366","26636","64220","4905","228","69","124","0","451","4447","87","1110","640","2433","0","2209","8804","0","37","7249","2679","13469","701","41","18159","95.1269112912309","4.87308870876912","3.70320564852825","1.16988306024087","3.11768155567552","0.238122516826354","0.351916437201679","0.6538781201089","0.130057129985281","0.03403137294501","0.0110686919136409","0.00334973571070712","0.00601981490040119","0.0218946493554914","0.00422357980915245","0.0538870527374623","0.0310700123891674","0.215888039210356","14.6898103503697"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000006","Salford","355","Primary",75.3428571428571,"19544.0714285714","2407233","2420534","13301","139017","91216","47801","44610","2559551","1165665","1202943","2368608","38625","73032","6091","151","92","451","0","670","8180","105","174","2270","2331","0","1886","8963","0","121","16242","5985","24244","1330","75","23851","94.5686958376684","5.4313041623316","3.56375004834832","1.86755411398327","2.85331294434063","0.237971425457043","0.634564421650516","0.947197379540396","0.233830074102841","0.0519622386895202","0.00589947221211845","0.00359438042062846","0.0176202779315591","0.0261764661067508","0.00410228200180422","0.00679806731727557","0.0886874299437675","0.319587302616748","17.2990552888338"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000036","Wakefield","384","Primary",111.785714285714,"24937.2142857143","3273294","3290084","16790","185374","133325","52049","31745","3475458","1611736","1634608","3246344","26950","105898","8313","112","1","927","13","1161","12707","20","58","4115","631","0","862","15247","0","50","27001","4795","19516","737","113","31811","94.6661993901236","5.33380060987645","3.83618504381293","1.49761556606352","3.04702286720196","0.239191496487657","0.776904799309904","0.561537500956709","0.137967427602348","0.0212058381945631","0.00322259684910593","2.87731861527315e-05","0.0266727435635821","0.0334056691233213","0.000575463723054631","0.00166884479685843","0.11840166101849","0.365620876442759","16.9509345794393"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000010","Enfield","308","Primary",66.8714285714286,"22860.9857142857","3008605","3030558","21953","158339","111792","46547","50092","3188897","1462151","1500543","2962694","45911","87872","8631","167","2","0","2","320","11286","194","922","2396","2236","2","1418","17784","0","513","6339","4181","34350","1677","68","28292","95.0346781347908","4.96532186520919","3.50566355702301","1.45965830818618","2.75556093533281","0.270657848152512","0.198783466508953","1.07717496049575","0.131111164769511","0.0525887164119757","0.00523692047751934","6.27176105092137e-05","0","0.0100348176814742","0.00608360821939373","0.0289128184447475","0.075135697390038","0.353915476103493","15.4509118161379"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire","850","Primary",416.414285714286,"87423.3857142857","11475945","11600802","124857","567543","458490","109053","102743","12168345","5677485","5713935","11391420","84525","358704","28267","631","60","1569","32","2759","41726","321","623","23798","13478","5","7504","102685","8","1177","47676","18218","38846","4313","422","103978","95.3359064030482","4.66409359695176","3.7678911963788","0.896202400572962","2.94784541365321","0.232299462252262","0.391803486834076","0.319238154408015","0.149716333650961","0.0354444256799096","0.00518558604313076","0.000493082666541752","0.0128941117300668","0.0226735846164782","0.00263799226599838","0.00511984168759186","0.195573021639344","0.342906122402019","12.8722094686762"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E06000015","Derby","831","Primary",71.9428571428571,"19628.0285714286","2553373","2567203","13830","151351","105554","45797","36294","2718554","1245867","1275879","2521746","31627","87137","6440","142","0","10","18","561","7587","119","33","3507","293","0","1133","12180","0","224","15668","4667","25001","461","74","24877","94.4326653066299","5.56733469337008","3.88272589030786","1.68460880306222","3.20527015464839","0.236890641127599","0.576335802047706","0.919643310377502","0.17167214629542","0.0169575443415875","0.00522336506834148","0","0.000367842610446583","0.0206359704460533","0.00437732706431434","0.00121388061447372","0.129002403483617","0.279082188545823","17.9624404008952"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E10000012","Essex","881","Primary",439.157142857143,"102273.7","13162028","13268101","106073","738467","554883","183584","171177","14006568","6450959","6560910","13011869","150159","437475","32683","950","171","4153","23","4630","47193","737","728","26140","15034","6","16860","71329","4","2840","70297","21018","87187","5082","445","120918","94.7277091718685","5.27229082813149","3.96159144766941","1.31069938046208","3.1233561283535","0.233340529957089","0.501885972352399","0.622472257301003","0.150058172708689","0.0362829780999885","0.00678253230912812","0.00122085581564306","0.0296503754524306","0.0330559206223823","0.00526181717034466","0.00519756160110028","0.186626731116431","0.336934786594403","15.7733904263778"
"202425","202425","Autumn term","Regional","E92000001","England","E12000009","South West","","","","Primary",1859.41428571429,"339330.228571429","43364834","43722449","357615","2386047","1854579","531468","456788","46108496","21353837","21631662","42985499","379335","1470837","121876","2192","77","5803","137","17056","158314","845","2352","75090","49325","8","39851","259676","12","8743","216344","77453","214936","22735","1877","393444","94.8251467582026","5.17485324179735","4.02220666664122","1.15264657515613","3.18994790027417","0.264324388286272","0.469206369255679","0.466152702096377","0.16797988813168","0.0493076156723915","0.00475400455482217","0.000166997422774319","0.0125855330436282","0.0369910135433609","0.00183263405512077","0.00510101218656102","0.162855019170437","0.343351038819397","15.1463473248074"
"202425","202425","Autumn term","Regional","E92000001","England","E12000004","East Midlands","","","","Primary",1559.45714285714,"309498.242857143","40260832","40557064","296232","2212358","1637462","574896","454580","42769422","19785039","20087707","39872746","388086","1321586","103990","2121","27","5994","115","13104","133059","1548","786","55132","26624","2","30900","235701","11","2994","219523","66494","270838","18041","1651","388479","94.8272436321445","5.17275636785552","3.82858108299897","1.34417528485655","3.09002539244042","0.243140999193302","0.513270906490155","0.633251485138144","0.155470887588801","0.0421820056394496","0.00495915048840267","6.31292141380821e-05","0.0140146855386542","0.0306387119283492","0.00361940827725004","0.00183776156713083","0.128905179031879","0.311107781629595","15.4600276758029"
"202425","202425","Autumn term","Regional","E92000001","England","E12000007","London","","","","Primary",1722.61428571429,"544660.285714286","68871199","69418705","547506","3816183","2748400","1067783","1207454","73234888","33391522","34369839","67761361","1109838","2184739","188932","6816","975","3202","43","10221","274607","2913","36468","39484","75923","100","41363","423384","37","6699","293615","97616","616879","59673","1775","679699","94.7891188145191","5.21088118548089","3.75285615238464","1.45802503309625","2.98319429395454","0.257980868353345","0.400922303588421","0.842329409993772","0.133291662847904","0.0814816566661507","0.00930703956289248","0.00133133268395249","0.00437223308104192","0.0139564629360804","0.00397761241882421","0.0497959387880814","0.0539141945571078","0.374967460863735","16.4412354107417"
"202425","202425","Autumn term","Regional","E92000001","England","E12000002","North West","","","","Primary",2345.01428571429,"512697.842857143","65467241","65819541","352300","3456862","2424370","1032492","981048","69276403","31908814","32693723","64602537","864704","1985266","176350","2816","444","7884","10","18994","178120","2367","3399","48720","47566","7","36286","263591","18","4832","444967","116344","438844","32337","2425","611426","95.0100440405372","4.98995595946285","3.49956102657351","1.49039493288934","2.86571749402174","0.25455998343332","0.642306731774166","0.633468224382262","0.167941744896888","0.0466782318360265","0.00406487617435911","0.000640910874082189","0.0113804984938378","0.027417705275489","0.0034167478354787","0.00490643256983189","0.0703269769938835","0.257114965971891","15.2713052103169"
"202425","202425","Autumn term","Regional","E92000001","England","E12000001","North East","","","","Primary",852.428571428571,"169096.814285714","21571578","21714001","142423","1184560","828503","356057","269108","22898561","10568517","10762892","21331409","240169","692470","56089","497","13","4092","15","6360","53745","1245","316","13661","12133","0","18202","110277","4","1807","166490","28939","150952","9676","856","208061","94.8269238403234","5.17307615967658","3.61814438907318","1.5549317706034","3.02407649109479","0.244945522995965","0.727076256014516","0.659220463678919","0.126379120504559","0.0422559304054084","0.00217044206402315","5.67721264231407e-05","0.0178701185633455","0.0277746710808596","0.00543702287667771","0.00137999938074711","0.059658770697425","0.234709071893208","16.7654399848587"
"202425","202425","Autumn term","Regional","E92000001","England","E12000006","East of England","","","","Primary",1949.28571428571,"420403.171428571","54533674","54947343","413669","2955812","2269373","686439","614274","57903155","26817196","27196606","54013802","519872","1794958","143099","3441","321","11348","228","24570","196163","3064","2688","89493","57341","11","53485","292421","8","10403","261221","94402","305520","25296","1982","508553","94.8952487994825","5.10475120051748","3.91925621324088","1.1854949872766","3.09993125590479","0.247135065438144","0.451134312111318","0.527639642433992","0.163034294072577","0.0436867386587138","0.00594268136166328","0.000554373936964229","0.0195982412357323","0.042432920969505","0.00529159421451215","0.00464223408897149","0.154556344986728","0.338777740176679","15.2208535494444"
