"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","attendance_date","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_grt_absence","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_b_aea_education_off_site","reason_d_aea_dual_registration","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","reason_x_not_attending_covid_non_compulsory","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_grt_perc","auth_holiday_perc","auth_excluded_perc","auth_other_perc","covid_non_compulsory_perc"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E06000061","North Northamptonshire","940",2022-09-12,"Primary",81,19657,37145,37298,153,1745,1182,563,285,39043,18339,18560,36899,246,929,94,0,0,2,20,4,119,11,2,0,0,142,0,138,39,351,35,14,111,30529,"95.5305688599749","4.4694311400251","3.02743129370182","1.44199984632328","2.37942781036293","0.240760187485593","0.353456445457572","0.899008785185565","0.0998898650206183","0.0896447506595292","0","0","0.00512255718054453","0.0512255718054453","0.0102451143610891","0.304792152242399","0.0358579002638117"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000034","Kirklees","382",2022-09-12,"Primary",107,24769,47148,47222,74,2015,1254,761,376,49237,23278,23543,46821,327,963,116,0,0,0,20,11,130,12,17,0,31,31,0,342,49,356,14,14,142,37361,"95.9075492008043","4.09245079919573","2.54686516237789","1.54558563681784","1.95584621321364","0.235595182484717","0.694599589739424","0.723033491073786","0.0995186546702683","0.0284339013343624","0","0","0","0.0406198590490891","0.022340922476999","0.264029083819079","0.0284339013343624"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000029","Sutton","319",2022-09-12,"Primary",35,13577,24653,24668,15,1491,1047,444,227,26159,12014,12437,24451,202,903,46,2,0,0,6,0,59,6,2,9,0,0,0,127,25,228,64,31,40,19030,"94.3002408348943","5.6997591651057","4.002446576704","1.6973125884017","3.45196681830345","0.175847700600176","0.485492564700485","0.871592950800872","0.0955694025000956","0.244657670400245","0.00764555220000764","0","0","0.0229366566000229","0","0.225543789900226","0.118506059100118"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000035","Leeds","383",2022-09-12,"Primary",177,46194,82851,83237,386,4019,2176,1843,878,87256,40710,41339,82049,802,1609,189,0,2,0,31,8,301,157,30,0,0,229,0,888,76,618,261,36,222,73890,"95.394013019162","4.60598698083799","2.49381131383515","2.11217566700284","1.84399926652608","0.216604015769689","1.01769505821949","0.708260749977079","0.0871000275052718","0.299119831300999","0","0.00229210598698084","0","0.035527642798203","0.00916842394792335","0.344961951040616","0.0412579077656551"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E10000011","East Sussex","845",2022-09-12,"Primary",101,21803,39989,40185,196,1798,1298,500,401,41983,19677,19958,39635,354,1003,89,0,0,2,23,5,139,5,32,1,0,190,0,153,47,271,29,37,148,36866,"95.7173141509659","4.28268584903413","3.0917276040302","1.19095824500393","2.38906223947788","0.2119905676107","0.364433222971203","0.64549936879213","0.111950075030369","0.0690755782102279","0","0","0.00476383298001572","0.0547840792701808","0.0119095824500393","0.331086392111093","0.0881309101302908"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894",2022-09-12,"Primary",47,12689,23518,23600,82,898,578,320,206,24498,11601,11732,23333,185,433,36,0,0,5,24,2,77,4,20,0,1,77,0,102,21,175,22,1,54,17301,"96.3343946444608","3.66560535553923","2.35937627561434","1.30622907992489","1.76749122377337","0.14695077149155","0.416360519226059","0.714344028083925","0.085721283370071","0.0898032492448363","0","0","0.0204098293738264","0.0979671809943669","0.00816393174953057","0.314311372356927","0.00408196587476529"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E06000033","Southend-on-Sea","882",2022-09-12,"Primary",18,7345,13864,13866,2,622,414,208,134,14488,6819,6929,13748,116,309,22,0,0,0,2,0,78,2,4,0,0,0,0,71,18,103,16,3,33,15715,"95.7067918277195","4.29320817228051","2.85753727222529","1.43567090005522","2.13279955825511","0.15184980673661","0.490060739922695","0.710933186085036","0.124240750966317","0.110436223081171","0","0","0","0.0138045278851463","0","0.538376587520707","0.0207067918277195"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000017","Hillingdon","312",2022-09-12,"Primary",49,16938,31119,31128,9,1795,1157,638,366,32923,15239,15530,30769,350,795,78,0,0,4,8,3,204,8,2,0,0,1,0,157,16,321,144,65,67,29331,"94.547884457674","5.45211554232603","3.51426054733773","1.93785499498831","2.41472526804969","0.236916441393555","0.476870273061386","0.975002278042706","0.0485982443884215","0.437384199495793","0","0","0.0121495610971054","0.0242991221942107","0.00911217082282902","0.619627615952374","0.197430367827962"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E10000024","Nottinghamshire","891",2022-09-12,"Primary",188,41374,77504,77874,370,3361,2194,1167,506,81235,38449,38608,77057,447,1740,172,0,0,16,42,6,208,144,0,0,0,226,0,628,59,398,82,10,280,70995,"95.8626207915307","4.13737920846926","2.70080630270204","1.43657290576722","2.1419338954884","0.21173139656552","0.773065796762479","0.489936603680679","0.0726287930079399","0.10094171231612","0","0","0.01969594386656","0.05170185264972","0.00738597894995999","0.25604727026528","0.0123099649166"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000023","Bristol, City of","801",2022-09-12,"Primary",75,21191,38784,38821,37,2368,1440,928,461,41189,18985,19414,38399,385,1068,95,2,0,2,26,0,183,29,22,1,0,7,0,277,76,434,141,64,104,35689,"94.2508922285076","5.74910777149239","3.49607905023186","2.25302872126053","2.59292529558863","0.230644104008352","0.672509650634878","1.0536793804171","0.184515283206681","0.342324407001869","0.00485566534754425","0","0.00485566534754425","0.0631236495180752","0","0.444293379300299","0.155381291121416"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000002","Bury","351",2022-09-12,"Primary",51,10762,20595,20680,85,748,551,197,272,21428,10062,10301,20363,232,383,46,0,0,2,16,2,102,17,6,2,0,66,0,104,40,42,11,0,64,17005,"96.5092402464066","3.49075975359343","2.57140190405077","0.919357849542654","1.78738099682658","0.214672391263767","0.485346275900691","0.196005226806048","0.186671644577189","0.0513347022587269","0","0","0.00933358222885944","0.0746686578308755","0.00933358222885944","0.476012693671831","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000030","Tower Hamlets","211",2022-09-12,"Primary",51,15706,29127,29323,196,1671,1130,541,416,30994,14204,14509,28713,414,895,63,0,0,0,6,0,155,76,10,11,2,107,0,244,2,222,73,10,65,25332,"94.6086339291476","5.39136607085242","3.64586694198877","1.74549912886365","2.88765567529199","0.203265148093179","0.787249144995806","0.716267664709299","0.00645286184422791","0.235529457314319","0","0","0","0.0193585855326837","0","0.500096792927663","0.0322643092211396"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E10000032","West Sussex","938",2022-09-12,"Primary",163,42030,77029,77312,283,3299,2609,690,531,80611,38113,38456,76569,460,2056,183,4,0,20,34,4,270,65,24,0,0,218,0,248,71,297,74,38,228,63943,"95.9075064197194","4.09249358028061","3.23653099452928","0.855962585751324","2.55052040044163","0.22701616404709","0.307650320675838","0.368436069519048","0.0880773095483247","0.091798886008113","0.00496210194638449","0","0.0248105097319224","0.0421778665442682","0.00496210194638449","0.334941881380953","0.0471399684906526"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E06000004","Stockton-on-Tees","808",2022-09-12,"Primary",37,9640,17677,17860,183,831,489,342,136,18691,8810,8751,17561,116,372,25,2,0,0,50,6,31,3,4,0,83,97,0,200,20,113,9,3,60,19152,"95.5540099513135","4.44599004868653","2.61623241132096","1.82975763736558","1.99026269327484","0.133754213257718","1.07003370606174","0.604569043924884","0.107003370606174","0.0481515167727783","0.0107003370606174","0","0","0.267508426515435","0.0321010111818522","0.16585522443957","0.0160505055909261"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000041","Wokingham","872",2022-09-12,"Primary",31,7871,14275,14280,5,552,385,167,88,14832,7059,7134,14193,82,302,21,0,0,4,4,0,50,0,6,0,0,5,0,47,6,82,32,4,54,16152,"96.2783171521036","3.72168284789644","2.59573894282632","1.12594390507012","2.0361380798274","0.141585760517799","0.31688241639698","0.552858683926645","0.040453074433657","0.215749730312837","0","0","0.0269687162891046","0.0269687162891046","0","0.337108953613808","0.0269687162891046"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000006","Salford","355",2022-09-12,"Primary",55,13493,24131,24244,113,1259,636,623,515,25503,11614,12057,23671,460,449,58,0,0,6,4,4,112,9,13,0,32,72,0,189,55,262,117,3,76,24080,"95.0633258832294","4.93667411677058","2.49382425596989","2.44284986080069","1.76057718699761","0.227424224601027","0.741089283613693","1.02733011802533","0.215660902638905","0.458769556522762","0","0","0.0235266439242442","0.0156844292828295","0.0156844292828295","0.439164019919225","0.0117633219621221"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E06000003","Redcar and Cleveland","807",2022-09-12,"Primary",32,7413,13849,13952,103,649,380,269,152,14601,6807,6904,13711,138,322,28,0,0,0,8,2,20,4,6,0,24,75,0,150,14,97,8,0,44,12572,"95.5550989658243","4.44490103417574","2.60256146839258","1.84233956578317","2.20532840216424","0.191767687144716","1.02732689541812","0.664338059037052","0.095883843572358","0.0547907677556332","0","0","0","0.0547907677556332","0.0136976919389083","0.136976919389083","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000045","Southampton","852",2022-09-12,"Primary",39,11037,20238,20451,213,1029,628,401,280,21480,9887,10098,19985,253,496,35,0,0,0,8,3,83,4,4,0,47,162,0,156,27,189,29,3,55,19645,"95.2094972067039","4.79050279329609","2.92364990689013","1.86685288640596","2.30912476722533","0.162942271880819","0.726256983240223","0.879888268156425","0.125698324022346","0.135009310986965","0","0","0","0.037243947858473","0.0139664804469274","0.386405959031657","0.0139664804469274"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000015","Wirral","344",2022-09-12,"Primary",73,17366,32606,32621,15,1481,934,547,330,34102,16035,16280,32315,291,752,53,1,0,0,30,4,82,7,50,0,2,6,0,257,39,209,42,12,90,27052,"95.6571462084335","4.34285379156648","2.73884229663949","1.60401149492698","2.20514925810803","0.155416104627295","0.753621488475749","0.612867280511407","0.114362793971028","0.123159931968799","0.00293237933259046","0","0","0.0879713799777139","0.0117295173303619","0.240455105272418","0.0351885519910856"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E06000032","Luton","821",2022-09-12,"Primary",34,14784,27617,27634,17,1535,840,695,260,29169,13572,13820,27392,225,604,50,0,0,0,0,1,174,17,1,0,0,0,0,198,35,265,197,11,46,22942,"94.7375638520347","5.26243614796531","2.87976961843053","2.38266652953478","2.07069148753814","0.171414858239912","0.678802838630052","0.908498748671535","0.119990400767939","0.675374541465254","0","0","0","0","0.00342829716479824","0.596523706674895","0.0377112688127807"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000009","Ealing","307",2022-09-12,"Primary",35,13578,23568,23583,15,1302,683,619,340,24885,11463,11770,23233,335,515,47,0,0,0,2,0,70,15,4,0,0,0,0,269,5,218,127,49,67,30602,"94.7679324894515","5.23206751054852","2.74462527627085","2.48744223427768","2.06951979103878","0.188868796463733","1.08097247337754","0.876029736789231","0.0200924251557163","0.510347598955194","0","0","0","0.00803697006228652","0","0.281293952180028","0.19690576652602"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E08000029","Solihull","334",2022-09-12,"Primary",45,13882,25727,25794,67,1030,681,349,178,26824,12744,12829,25573,154,547,47,2,0,8,6,6,64,6,6,2,0,59,0,130,24,140,55,1,59,21455,"96.1601550849985","3.83984491500149","2.5387712496272","1.30107366537429","2.03921861019982","0.175216224276767","0.484640620339994","0.521920668058455","0.0894721145243066","0.205040262451536","0.00745600954369222","0","0.0298240381747689","0.0223680286310766","0.0223680286310766","0.238592305398151","0.00372800477184611"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000031","Waltham Forest","320",2022-09-12,"Primary",28,10164,18716,18733,17,1213,678,535,261,19946,9115,9354,18469,247,498,51,0,0,6,12,0,88,15,8,2,0,0,0,142,14,298,81,23,51,24919,"93.9185801664494","6.08141983355059","3.39917778000602","2.68224205354457","2.49674120124336","0.255690363982753","0.711922189912764","1.49403389150707","0.0701895116815402","0.406096460443197","0","0","0.0300812192920886","0.0601624385841773","0","0.441191216283967","0.115311340619673"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000006","Bromley","305",2022-09-12,"Primary",36,12351,23293,23384,91,1125,849,276,191,24509,11478,11642,23120,173,675,63,0,11,2,18,0,73,54,32,36,1,0,0,66,18,169,23,7,76,27907,"95.4098494430617","4.59015055693827","3.46403362030275","1.12611693663552","2.75409033416296","0.257048431188543","0.269288832673712","0.689542616997838","0.0734424089110123","0.0938430780529601","0","0.0448814721122853","0.00816026765677914","0.0734424089110123","0","0.297849769472439","0.028560936798727"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000014","Haringey","309",2022-09-12,"Primary",44,11567,21360,21559,199,1314,700,614,205,22873,10525,10659,21184,176,458,63,0,0,0,45,0,111,16,4,3,0,180,0,194,29,344,47,23,63,21098,"94.2552354304201","5.74476456957985","3.06037686355091","2.68438770602894","2.00236086215188","0.275433917719582","0.848161587898395","1.50395663008788","0.126787041489966","0.205482446552704","0","0","0","0.196738512656844","0","0.485288331220216","0.100555239802387"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E06000057","Northumberland","929",2022-09-12,"Primary",65,10385,19478,19541,63,797,490,307,140,20338,9635,9711,19346,132,365,41,4,0,0,24,2,53,14,4,0,0,49,0,178,8,104,17,1,254,43734,"96.0812272593175","3.91877274068247","2.40928311535058","1.50948962533189","1.79467007572033","0.201593076998722","0.875208968433474","0.511358048972367","0.0393352345363359","0.0835873733897138","0.019667617268168","0","0","0.118005703609008","0.00983380863408398","0.260595928803225","0.00491690431704199"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E10000031","Warwickshire","937",2022-09-12,"Primary",126,26442,48232,48494,262,1853,1284,569,307,50347,23915,24038,47953,279,913,109,0,0,14,46,5,185,79,3,0,0,183,0,170,28,247,124,12,194,45768,"96.3195423759112","3.68045762408882","2.55030091167299","1.13015671241583","1.81341490058991","0.216497507299343","0.337656662760443","0.49059526883429","0.0556140385723082","0.246290742248793","0","0","0.0278070192861541","0.0913659205116492","0.0099310783164836","0.367449897709893","0.0238345879595607"
